hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,arrival_date,total_nights,has_children,is_repeated_guest_flag,arrival_month_num,arrival_year_month,revenue_estimate,is_peak_season
Resort Hotel,1,123,2016,June,27,26,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,0,0,Transient,220.0,0,0,Canceled,2016-06-07,4,2016-06-26,6,1,0,6,2016-06,1320.0,0
Resort Hotel,0,227,2016,June,27,26,2,2,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,C,0,No Deposit,0,0,0,Transient,145.25,1,2,Check-Out,2016-06-30,3,2016-06-26,4,1,0,6,2016-06,581.0,0
Resort Hotel,1,172,2016,June,27,26,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,74.57,0,1,Canceled,2016-01-26,2,2016-06-26,7,0,0,6,2016-06,521.99,0
Resort Hotel,1,105,2016,June,27,26,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,143.57,0,0,Canceled,2016-03-22,2,2016-06-26,7,0,0,6,2016-06,1004.99,0
Resort Hotel,1,116,2016,June,27,26,3,5,2,0,2,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,145.88,0,0,Canceled,2016-05-27,4,2016-06-26,8,1,0,6,2016-06,1167.04,0
Resort Hotel,1,116,2016,June,27,26,3,5,2,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,0,0,Transient,145.88,0,0,Canceled,2016-05-27,3,2016-06-26,8,1,0,6,2016-06,1167.04,0
Resort Hotel,1,105,2016,June,27,26,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,155.57,0,0,Canceled,2016-03-22,2,2016-06-26,7,0,0,6,2016-06,1088.99,0
Resort Hotel,0,274,2016,June,27,26,4,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,0,0,Transient,85.3,0,1,Check-Out,2016-07-08,2,2016-06-26,12,0,0,6,2016-06,1023.5999999999999,0
Resort Hotel,1,0,2016,June,27,27,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,8.0,0,0,Canceled,2016-06-27,2,2016-06-27,1,0,0,6,2016-06,8.0,0
Resort Hotel,1,47,2016,June,27,27,1,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,129.0,0,0,Canceled,2016-05-11,1,2016-06-27,1,0,0,6,2016-06,129.0,0
Resort Hotel,1,5,2016,June,27,27,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,0,0,Transient,165.0,0,0,Canceled,2016-06-23,2,2016-06-27,1,0,0,6,2016-06,165.0,0
Resort Hotel,1,26,2016,June,27,27,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,129.0,0,0,Canceled,2016-06-02,2,2016-06-27,2,0,0,6,2016-06,258.0,0
Resort Hotel,1,10,2016,June,27,27,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,416,0,Transient,79.0,0,0,Canceled,2016-06-24,1,2016-06-27,2,0,0,6,2016-06,158.0,0
Resort Hotel,1,167,2016,June,27,27,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,155.33,0,1,Canceled,2016-01-25,2,2016-06-27,6,0,0,6,2016-06,931.98,0
Resort Hotel,1,91,2016,June,27,27,1,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,130.67,0,0,Canceled,2016-03-28,2,2016-06-27,6,0,0,6,2016-06,784.02,0
Resort Hotel,1,198,2016,June,27,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,90.64,0,2,Canceled,2016-01-12,2,2016-06-27,7,0,0,6,2016-06,634.48,0
Resort Hotel,0,247,2016,June,27,27,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,0,0,Transient,73.49,0,0,Check-Out,2016-07-04,2,2016-06-27,7,0,0,6,2016-06,514.43,0
Resort Hotel,1,172,2016,June,27,27,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,128,0,0,Transient,48.6,0,0,Canceled,2016-06-22,1,2016-06-27,7,0,0,6,2016-06,340.2,0
Resort Hotel,1,174,2016,June,27,27,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,76.5,0,1,Canceled,2016-05-28,2,2016-06-27,8,0,0,6,2016-06,612.0,0
Resort Hotel,1,184,2016,June,27,27,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36,0,0,Transient,61.92,0,0,Canceled,2016-01-11,2,2016-06-27,10,0,0,6,2016-06,619.2,0
Resort Hotel,0,240,2016,June,27,27,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,0,Transient,93.96,0,0,Check-Out,2016-07-07,2,2016-06-27,10,0,0,6,2016-06,939.5999999999999,0
Resort Hotel,1,171,2016,June,27,27,3,9,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,91.5,0,0,Canceled,2016-01-09,2,2016-06-27,12,0,0,6,2016-06,1098.0,0
Resort Hotel,0,290,2016,June,27,27,3,7,3,0,0,BB,GBR,Direct,Direct,0,0,0,G,G,1,No Deposit,250,0,0,Transient,120.16,0,0,Check-Out,2016-07-07,3,2016-06-27,10,0,0,6,2016-06,1201.6,0
Resort Hotel,1,172,2016,June,27,28,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,90.64,0,1,Canceled,2016-06-17,2,2016-06-28,7,0,0,6,2016-06,634.48,0
Resort Hotel,0,244,2016,June,27,28,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,0,Transient,57.25,0,0,Check-Out,2016-07-05,2,2016-06-28,7,0,0,6,2016-06,400.75,0
Resort Hotel,1,246,2016,June,27,28,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,77.14,0,1,Canceled,2016-01-30,2,2016-06-28,7,0,0,6,2016-06,539.98,0
Resort Hotel,1,174,2016,June,27,28,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,77.14,0,0,Canceled,2016-03-07,2,2016-06-28,7,0,0,6,2016-06,539.98,0
Resort Hotel,1,106,2016,June,27,28,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,0,0,Transient,185.33,0,0,Canceled,2016-03-29,2,2016-06-28,9,0,0,6,2016-06,1667.97,0
Resort Hotel,0,241,2016,June,27,28,2,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,0,0,Contract,98.0,0,1,Check-Out,2016-07-07,2,2016-06-28,9,0,0,6,2016-06,882.0,0
Resort Hotel,0,230,2016,June,27,28,2,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,2,0,0,Contract,96.0,0,0,Check-Out,2016-07-07,2,2016-06-28,9,0,0,6,2016-06,864.0,0
Resort Hotel,0,237,2016,June,27,28,2,8,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,0,Transient,60.29,0,3,Check-Out,2016-07-08,1,2016-06-28,10,0,0,6,2016-06,602.9,0
Resort Hotel,0,237,2016,June,27,28,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,60.29,0,3,Check-Out,2016-07-08,2,2016-06-28,10,0,0,6,2016-06,602.9,0
Resort Hotel,1,266,2016,June,27,28,2,8,2,3,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,151.8,0,0,Canceled,2015-10-12,5,2016-06-28,10,1,0,6,2016-06,1518.0,0
Resort Hotel,0,314,2016,June,27,28,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,40,0,0,Contract,59.8,0,0,Check-Out,2016-07-08,2,2016-06-28,10,0,0,6,2016-06,598.0,0
Resort Hotel,1,208,2016,June,27,28,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,0,0,Transient,73.95,0,2,Canceled,2016-06-23,2,2016-06-28,7,0,0,6,2016-06,517.65,0
Resort Hotel,0,295,2016,June,27,28,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,0,Contract,85.3,0,0,Check-Out,2016-07-12,2,2016-06-28,14,0,0,6,2016-06,1194.2,0
Resort Hotel,1,114,2016,June,27,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,124.0,0,0,Canceled,2016-03-08,2,2016-06-29,3,0,0,6,2016-06,372.0,0
Resort Hotel,1,166,2016,June,27,29,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,118.0,0,1,Canceled,2016-01-15,2,2016-06-29,9,0,0,6,2016-06,1062.0,0
Resort Hotel,0,186,2016,June,27,29,4,10,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,0,0,Transient,62.9,0,2,Check-Out,2016-06-29,1,2016-06-29,14,0,0,6,2016-06,880.6,0
Resort Hotel,0,186,2016,June,27,29,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,0,0,Transient,80.2,0,2,Check-Out,2016-06-29,2,2016-06-29,14,0,0,6,2016-06,1122.8,0
Resort Hotel,1,168,2016,June,27,29,4,11,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,105.54,0,0,Canceled,2016-03-21,2,2016-06-29,15,0,0,6,2016-06,1583.1000000000001,0
Resort Hotel,1,2,2016,June,27,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,159.0,0,0,Canceled,2016-06-28,2,2016-06-30,1,0,0,6,2016-06,159.0,0
Resort Hotel,1,78,2016,June,27,30,0,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,206.33,0,0,Canceled,2016-05-13,4,2016-06-30,3,1,0,6,2016-06,618.99,0
Resort Hotel,1,20,2016,June,27,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,129.0,0,0,Canceled,2016-06-10,2,2016-06-30,3,0,0,6,2016-06,387.0,0
Resort Hotel,1,159,2016,June,27,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,130.75,0,1,Canceled,2016-02-24,2,2016-06-30,4,0,0,6,2016-06,523.0,0
Resort Hotel,1,32,2016,June,27,30,2,7,2,0,0,BB,SWE,Direct,Direct,0,0,0,F,F,2,No Deposit,250,0,0,Transient,208.56,0,0,Canceled,2016-06-13,2,2016-06-30,9,0,0,6,2016-06,1877.04,0
Resort Hotel,1,201,2016,June,27,30,2,8,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,142.0,0,2,Canceled,2016-04-27,3,2016-06-30,10,1,0,6,2016-06,1420.0,0
Resort Hotel,1,164,2016,June,27,30,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243,0,0,Contract,64.85,0,1,Canceled,2016-06-07,2,2016-06-30,14,0,0,6,2016-06,907.8999999999999,0
Resort Hotel,1,68,2016,July,27,1,0,1,3,1,0,BB,CN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,225.0,0,0,Canceled,2016-05-30,4,2016-07-01,1,1,0,7,2016-07,225.0,1
Resort Hotel,1,62,2016,July,27,1,0,2,2,2,0,BB,IND,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,220.0,0,0,Canceled,2016-05-01,4,2016-07-01,2,1,0,7,2016-07,440.0,1
Resort Hotel,1,9,2016,July,27,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,0,0,Transient,169.0,0,1,No-Show,2016-07-01,2,2016-07-01,2,0,0,7,2016-07,338.0,1
Resort Hotel,1,255,2016,July,27,1,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,142.5,0,0,Canceled,2015-10-20,4,2016-07-01,4,1,0,7,2016-07,570.0,1
Resort Hotel,0,254,2016,July,27,1,2,2,3,1,0,BB,CN,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,135.25,1,0,Check-Out,2016-07-05,4,2016-07-01,4,1,0,7,2016-07,541.0,1
Resort Hotel,1,178,2016,July,27,1,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,81.0,0,1,Canceled,2016-02-12,3,2016-07-01,7,1,0,7,2016-07,567.0,1
Resort Hotel,1,170,2016,July,27,1,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient,57.8,0,0,Canceled,2016-02-06,2,2016-07-01,7,0,0,7,2016-07,404.59999999999997,1
Resort Hotel,1,220,2016,July,27,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,120.0,0,1,Canceled,2016-03-01,2,2016-07-01,8,0,0,7,2016-07,960.0,1
Resort Hotel,1,220,2016,July,27,1,2,6,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,111.0,0,1,Canceled,2016-03-01,1,2016-07-01,8,0,0,7,2016-07,888.0,1
Resort Hotel,0,0,2016,July,27,1,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,83.0,0,2,Check-Out,2016-07-10,2,2016-07-01,9,0,0,7,2016-07,747.0,1
Resort Hotel,1,301,2016,July,27,1,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,81.0,0,2,Canceled,2016-06-20,2,2016-07-01,9,0,0,7,2016-07,729.0,1
Resort Hotel,1,301,2016,July,27,1,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,108.0,0,2,Canceled,2015-09-07,2,2016-07-01,9,0,0,7,2016-07,972.0,1
Resort Hotel,0,304,2016,July,27,1,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,0,0,Contract,59.8,0,1,Check-Out,2016-07-15,2,2016-07-01,14,0,0,7,2016-07,837.1999999999999,1
Resort Hotel,0,305,2016,July,27,1,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,0,0,Contract,59.8,0,0,Check-Out,2016-07-15,2,2016-07-01,14,0,0,7,2016-07,837.1999999999999,1
Resort Hotel,1,164,2016,July,27,1,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75,0,0,Contract,105.4,0,1,Canceled,2016-06-30,2,2016-07-01,14,0,0,7,2016-07,1475.6000000000001,1
Resort Hotel,1,68,2016,July,27,1,0,1,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,220.0,0,0,Canceled,2016-05-30,4,2016-07-01,1,1,0,7,2016-07,220.0,1
Resort Hotel,0,241,2016,July,27,2,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,110.0,1,1,Check-Out,2016-07-03,3,2016-07-02,1,1,0,7,2016-07,110.0,1
Resort Hotel,1,170,2016,July,27,2,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,0,0,Transient,103.26,0,2,Canceled,2016-03-10,2,2016-07-02,3,0,0,7,2016-07,309.78000000000003,1
Resort Hotel,1,170,2016,July,27,2,2,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,114.65,0,3,Canceled,2016-03-10,3,2016-07-02,3,0,0,7,2016-07,343.95000000000005,1
Resort Hotel,1,73,2016,July,27,2,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient-Party,36.5,0,0,Canceled,2016-04-22,2,2016-07-02,3,0,0,7,2016-07,109.5,1
Resort Hotel,1,189,2016,July,27,2,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,135.0,0,0,Canceled,2016-06-22,2,2016-07-02,6,0,0,7,2016-07,810.0,1
Resort Hotel,1,179,2016,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,81.0,0,1,Canceled,2016-03-23,2,2016-07-02,7,0,0,7,2016-07,567.0,1
Resort Hotel,0,273,2016,July,27,2,2,5,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient-Party,74.0,0,0,Check-Out,2016-07-09,2,2016-07-02,7,0,0,7,2016-07,518.0,1
Resort Hotel,1,179,2016,July,27,2,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,72.9,0,1,Canceled,2016-03-23,1,2016-07-02,7,0,0,7,2016-07,510.30000000000007,1
Resort Hotel,1,170,2016,July,27,2,2,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,103.76,0,3,Canceled,2016-03-10,3,2016-07-02,3,1,0,7,2016-07,311.28000000000003,1
Resort Hotel,1,171,2016,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,94.5,0,1,Canceled,2016-05-23,2,2016-07-02,7,0,0,7,2016-07,661.5,1
Resort Hotel,1,172,2016,July,27,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,174.0,0,0,Canceled,2016-06-22,4,2016-07-02,7,1,0,7,2016-07,1218.0,1
Resort Hotel,1,264,2016,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,94.5,0,1,Canceled,2015-10-17,2,2016-07-02,7,0,0,7,2016-07,661.5,1
Resort Hotel,1,203,2016,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,81.0,0,2,Canceled,2016-02-16,2,2016-07-02,7,0,0,7,2016-07,567.0,1
Resort Hotel,0,248,2016,July,27,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,143,0,0,Transient,81.9,0,0,Check-Out,2016-07-09,2,2016-07-02,7,0,0,7,2016-07,573.3000000000001,1
Resort Hotel,0,236,2016,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,81.0,0,2,Check-Out,2016-07-09,2,2016-07-02,7,0,0,7,2016-07,567.0,1
Resort Hotel,1,172,2016,July,27,2,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,134.1,0,1,Canceled,2016-02-16,2,2016-07-02,8,0,0,7,2016-07,1072.8,1
Resort Hotel,1,138,2016,July,27,2,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,146.0,0,0,Canceled,2016-02-19,2,2016-07-02,10,0,0,7,2016-07,1460.0,1
Resort Hotel,0,149,2016,July,27,2,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,69,0,0,Transient,1.8,0,1,Check-Out,2016-07-02,2,2016-07-02,10,0,0,7,2016-07,18.0,1
Resort Hotel,1,266,2016,July,27,2,4,6,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,139.5,0,0,Canceled,2016-06-13,4,2016-07-02,10,1,0,7,2016-07,1395.0,1
Resort Hotel,1,138,2016,July,27,2,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,134.0,0,0,Canceled,2016-02-19,2,2016-07-02,10,0,0,7,2016-07,1340.0,1
Resort Hotel,0,243,2016,July,27,2,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,0,0,Transient,112.2,0,0,Check-Out,2016-07-16,2,2016-07-02,14,0,0,7,2016-07,1570.8,1
Resort Hotel,1,178,2016,July,27,2,4,11,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,82.8,0,0,Canceled,2016-06-11,2,2016-07-02,15,0,0,7,2016-07,1242.0,1
Resort Hotel,1,265,2016,July,28,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,81.0,0,1,Canceled,2016-06-13,2,2016-07-03,7,0,0,7,2016-07,567.0,1
Resort Hotel,1,152,2016,July,28,3,2,5,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,0,Transient,121.6,0,1,Canceled,2016-06-22,3,2016-07-03,7,1,0,7,2016-07,851.1999999999999,1
Resort Hotel,1,169,2016,July,28,3,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,0,0,Contract,96.0,0,0,Canceled,2016-06-27,2,2016-07-03,7,0,0,7,2016-07,672.0,1
Resort Hotel,1,265,2016,July,28,3,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,0,Transient,81.0,0,2,Canceled,2016-06-13,3,2016-07-03,7,1,0,7,2016-07,567.0,1
Resort Hotel,1,139,2016,July,28,3,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,181.0,0,0,Canceled,2016-05-19,2,2016-07-03,7,0,0,7,2016-07,1267.0,1
Resort Hotel,1,139,2016,July,28,3,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,193.0,0,0,Canceled,2016-05-19,2,2016-07-03,7,0,0,7,2016-07,1351.0,1
Resort Hotel,1,167,2016,July,28,3,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,79.06,0,1,Canceled,2016-03-22,2,2016-07-03,7,0,0,7,2016-07,553.4200000000001,1
Resort Hotel,1,265,2016,July,28,3,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,0,0,Transient,81.0,0,2,Canceled,2016-06-13,3,2016-07-03,7,1,0,7,2016-07,567.0,1
Resort Hotel,1,314,2016,July,28,3,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,108.0,0,1,Canceled,2016-06-20,2,2016-07-03,8,0,0,7,2016-07,864.0,1
Resort Hotel,0,349,2016,July,28,3,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,0,Contract,111.3,0,0,Check-Out,2016-07-14,2,2016-07-03,11,0,0,7,2016-07,1224.3,1
Resort Hotel,1,208,2016,July,28,3,4,9,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,119.25,0,0,Canceled,2016-01-27,2,2016-07-03,13,0,0,7,2016-07,1550.25,1
Resort Hotel,1,15,2016,July,28,4,1,2,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,272.0,0,0,Canceled,2016-06-23,4,2016-07-04,3,1,0,7,2016-07,816.0,1
Resort Hotel,1,18,2016,July,28,4,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,159.0,0,0,Canceled,2016-06-23,2,2016-07-04,5,0,0,7,2016-07,795.0,1
Resort Hotel,1,38,2016,July,28,4,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,0,Transient,178.64,0,0,Canceled,2016-06-16,2,2016-07-04,5,0,0,7,2016-07,893.1999999999999,1
Resort Hotel,0,256,2016,July,28,4,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,93.0,1,1,Check-Out,2016-07-09,2,2016-07-04,5,0,0,7,2016-07,465.0,1
Resort Hotel,0,317,2016,July,28,4,1,3,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,0,0,Transient,163.2,1,1,Check-Out,2016-07-08,4,2016-07-04,4,1,0,7,2016-07,652.8,1
Resort Hotel,0,317,2016,July,28,4,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,72.9,0,2,Check-Out,2016-07-10,2,2016-07-04,6,0,0,7,2016-07,437.40000000000003,1
Resort Hotel,1,166,2016,July,28,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,0,0,Transient,57.8,0,1,Canceled,2016-07-01,2,2016-07-04,7,0,0,7,2016-07,404.59999999999997,1
Resort Hotel,1,171,2016,July,28,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,0,0,Transient,75.6,0,0,Canceled,2016-01-15,2,2016-07-04,7,0,0,7,2016-07,529.1999999999999,1
Resort Hotel,1,308,2016,July,28,4,2,5,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,99.9,0,0,Canceled,2016-05-27,1,2016-07-04,7,0,0,7,2016-07,699.3000000000001,1
Resort Hotel,0,166,2016,July,28,4,3,7,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,0,0,Transient,83.8,0,0,Check-Out,2016-07-14,2,2016-07-04,10,0,0,7,2016-07,838.0,1
